Title,ReleaseYear,City,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Blue Jasmine,2013,San Francisco,Marina Green,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.806404,-122.440816,0.9,street_center,,Marina Green Dr,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Ocean Beach at Lincoln,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.727238,-122.466681,0.9,street_center,,Ocean Ave,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Marina Blvd from Laguna to Baker,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.806212,-122.440007,0.9,street_center,,Marina Blvd,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.734209,-122.466499,1,rooftop,330,Santa Clara Ave,San Francisco,CA,San Francisco County,94127,US,San Francisco
Blue Jasmine,2013,San Francisco,200 Post St. ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.788932,-122.405513,1,rooftop,200,Post St,San Francisco,CA,San Francisco County,94108,US,San Francisco
Blue Jasmine,2013,San Francisco,2179 48th Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.745553,-122.507258,1,rooftop,2179,48th Ave,San Francisco,CA,San Francisco County,94116,US,San Francisco
Blue Jasmine,2013,San Francisco,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,303-305 S. Van Ness,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.768384,-122.41765,0.9,range_interpolation,303,S Van Ness Ave,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,3563 20th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.758402,-122.420273,1,range_interpolation,3563,20th St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Taylor & Green St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.798888,-122.41393,0.8,intersection,,Green St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Grant & Washington St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.795144,-122.406476,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.752937,-122.410623,1,rooftop,2934,24th St,San Francisco,CA,San Francisco County,94110,US,San Francisco
Blue Jasmine,2013,San Francisco,1138 Alabama St,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.753646,-122.411333,1,rooftop,1138,Alabama St,San Francisco,CA,San Francisco County,94110,US,San Francisco
Blue Jasmine,2013,San Francisco,South Park,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.780807,-122.395086,0.7,street_center,,S Park Ave,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,2915 16th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.764929,-122.417909,1,rooftop,2915,16th St,San Francisco,CA,San Francisco County,94110,US,San Francisco
Blue Jasmine,2013,San Francisco,Trolley Car from Market and 11th,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Real Guitars,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,Aub Zam Zam Bar,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,790 Ulloa ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.740811,-122.464423,1,range_interpolation,790,Ulloa St,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,SFO International Airport Terminal 3,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Blue Jasmine,2013,San Francisco,2178 Palou Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,37.740733,-122.401728,1,rooftop,2178,Palou Ave,San Francisco,CA,San Francisco County,94124,US,San Francisco
Boys and Girls,2000,San Francisco,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776392,-122.408686,1,rooftop,1122,Folsom St,San Francisco,CA,San Francisco County,94103,US,San Francisco
Boys and Girls,2000,San Francisco,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.809928,-122.417881,0.9,street_center,,Fishermans Wharf,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.744898,-122.418514,0.1,street_center,,Fair Ave,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.802119,-122.419003,0.9,street_center,,Lombard St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Boys and Girls,2000,San Francisco,628 Cole Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,37.769168,-122.450303,1,rooftop,628,Cole St,San Francisco,CA,San Francisco County,94117,US,San Francisco
Broken-A Modern Love Story ,2010,San Francisco,Ina Coolbrith Park (1700 Taylor Street),,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,,37.722359,-122.425472,0.9,street_center,,Ina Ct,San Francisco,CA,San Francisco County,94112,US,TIGER/Line® dataset from the US Census Bureau
Broken-A Modern Love Story ,2010,San Francisco,0-100 block Halleck Street,,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,,37.776646,-122.417481,0.33,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
"Budding Prospects, Pilot",2017,San Francisco,3050 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.752776,-122.413216,1,rooftop,3050,24th St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,3033 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.7524,-122.412567,1,rooftop,3033,24th St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,2937 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.75252,-122.410756,1,rooftop,2937,24th St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,1167 Alabama Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.753271,-122.410741,1,rooftop,1167,Alabama St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,1641 York Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.747317,-122.406234,1,rooftop,1641,York St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,Bernal Heights Boulevard,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.742605,-122.414376,0.9,street_center,,Bernal Hts Blvd,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
"Budding Prospects, Pilot",2017,San Francisco,40 Prentiss Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.742097,-122.412105,1,rooftop,40,Prentiss St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,500 Cortland Avenue,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.738864,-122.416056,1,rooftop,500,Cortland Ave,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,Lucky Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.750924,-122.413546,0.9,street_center,,Lucky St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
"Budding Prospects, Pilot",2017,San Francisco,1125 Guerrero Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.753191,-122.422676,1,rooftop,1125,Guerrero St,San Francisco,CA,San Francisco County,94110,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,Gough Street & Clay Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.791965,-122.424341,0.86,intersection,,Clay St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
"Budding Prospects, Pilot",2017,San Francisco,2007 Franklin Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.79325,-122.424959,1,rooftop,2007,Franklin St,San Francisco,CA,San Francisco County,94109,US,San Francisco
"Budding Prospects, Pilot",2017,San Francisco,951 Hudson Avenue,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,37.7336,-122.377214,1,range_interpolation,951,Hudson Ave,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Bayshore Blvd near Cesar Chavez (Bayview),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.723616,-122.400785,0.8,street_center,,Bay Shore Blvd,San Francisco,CA,San Francisco County,94134,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Taylor & Vallejo Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.797957,-122.413744,0.8,intersection,,Taylor St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Burglar,1987,San Francisco,1627 Haight Street,,Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,37.769576,-122.449012,1,range_interpolation,1627,Haight St,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,McLaren Park (Visitacion  Valley),"McLaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.786402,-122.489284,0.9,street_center,,McLaren Ave,San Francisco,CA,San Francisco County,94121,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Mark Hopkins Hotel (999 California Street),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.790643,-122.404895,0.9,street_center,,Mark Ln,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.806404,-122.440816,0.9,street_center,,Marina Green Dr,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Mansell & University Streets (Visitacion  Valley),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.719074,-122.41099,1,intersection,,Mansell St,San Francisco,CA,San Francisco County,94134,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Larkin & Francisco Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.803546,-122.42183,1,intersection,,Francisco St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Larkin & Chestnut Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.802695,-122.42148,1,intersection,,Chestnut St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Kennedy Hotel (226 Embarcadero at Howard Street),Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.737243,-122.396578,0.3,street_center,,Quint St,San Francisco,CA,San Francisco County,94124,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,John Muir Drive (Lake Merced),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.708244,-122.485726,0.9,street_center,,John Muir Dr,San Francisco,CA,San Francisco County,94132,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Intersection of York & Peralta (Bernal Heights),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Filbert & Taylor Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.800757,-122.414303,1,intersection,,Filbert St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Enrico's Café (504 Broadway),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Columbus & Lombard Streets (North Beach),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.802743,-122.413719,0.99,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Cesar Chavez & Mission Street (Mission),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.748166,-122.418221,1,intersection,,Cesar Chavez,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,"Candlestick Park Exit, Highway 101",,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Café Cantata (2040 Union Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Brocklebank Apartments (1000 Mason Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.814297,-122.359062,0.9,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,2700 Vallejo Street (Pacific Heights),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.794633,-122.442027,1,rooftop,2700,Vallejo St,San Francisco,CA,San Francisco County,94123,US,San Francisco
Bullitt,1968,San Francisco,20th & Vermont Streets (Potrero Hill),The most crooked street in San Francisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.759558,-122.404011,1,intersection,,20th St,San Francisco,CA,San Francisco County,94107,US,TIGER/Line® dataset from the US Census Bureau
Bullitt,1968,San Francisco,1153-57 Taylor Street,"Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,37.78288,-122.410852,1,rooftop,57,Taylor St,San Francisco,CA,San Francisco County,94102,US,San Francisco
Burglar,1987,San Francisco,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,37.787114,-122.446478,0.9,street_center,,California St,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
Burglar,1987,San Francisco,Green Valley Restaurant (510 Green Street Near Grant),,Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,37.79862,-122.416896,0.9,street_center,,Green St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Burglar,1987,San Francisco,1400 18th Street,,Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,37.762684,-122.396849,1,rooftop,1400,18th St,San Francisco,CA,San Francisco County,94107,US,San Francisco
By Hook or By Crook,2001,San Francisco,The Lexington Club (3464 19th Street at Lexington),,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
By Hook or By Crook,2001,San Francisco,"Royan Hotel (405 Valencia Street, Mission District)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
By Hook or By Crook,2001,San Francisco,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Can't Stop the Music,1980,San Francisco,101 Henry Adams Place,,EMI Films,Associated Film Distribution (AFD),Nancy Walker,Allan Carr,Ray Simpson,David Hodo,Felipe Rose,37.768109,-122.403521,1,rooftop,101,Henry Adams St,San Francisco,CA,San Francisco County,94103,US,San Francisco
