Title,ReleaseYear,City,Locations,FunFacts,ProductionCompany,Distributor,Director,Writer,Actor1,Actor2,Actor3,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Swing,2003,San Francisco,Broadway Studios (435 Broadway at Montgomery Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,37.798223,-122.403863,1,intersection,,Broadway,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Swing,2003,San Francisco,Regency Building (1290 Sutter Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Swingin' Along,1961,San Francisco,Powell Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Charles Barton,Jameson Brewer,Tommy Noonan,Barbara Eden,Peter Marshall,37.796034,-122.410134,0.9,street_center,,Powell St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Take the Money and Run,1969,San Francisco,Mission Street,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,37.742442,-122.422042,0.9,street_center,,Mission St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Take the Money and Run,1969,San Francisco,Golden Gate Park,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
Take the Money and Run,1969,San Francisco,Bank of America (1455 Stockton Street),,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,37.738289,-122.412877,0.9,street_center,,Banks St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,16th and Utah,"Helicopter flies over Utah St. from 16th, rises up before freeway",T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.765842,-122.406553,1,intersection,,16th St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Van Ness between Fell and Lombard,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.798552,-122.423982,0.71,intersection,,Van Ness Ave,San Francisco,CA,San Francisco County,94123,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,California between Leavenworth and Powell,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.792043,-122.409171,1,intersection,,California St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Mission at 1st and 2nd,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.742442,-122.422042,0.9,street_center,,Mission St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Market at Mason,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.783288,-122.408952,0.98,intersection,,Market St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,California at Larkin,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.790788,-122.419036,1,intersection,,California St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,California at Jones,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.791416,-122.414107,1,intersection,,California St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Pine and Leavenworth,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.790572,-122.414173,0.5,street_center,,Pine St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Howard St. from Embarcadero to 11 St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.780984,-122.40566,0.9,street_center,,Howard St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Construction Site in front of 260 Stockton St. at Post St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,California St. between Drumm St. and Kearny St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.792639,-122.404418,1,intersection,,California St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Market St. at Embarcadero area,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.79448,-122.394748,0.68,intersection,,Market St,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Pine St. between Market and Kearny,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.791691,-122.40422,0.97,intersection,,Kearny St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Front St. between Market and Clay,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.795162,-122.399149,1,intersection,,Clay St,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Union Square,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.799672,-122.416362,0.9,street_center,,Union St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,San Francisco - Oakland Bay Bridge,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.733186,-122.469436,0.9,street_center,,San Francisco – Oakland Bay Brg,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,"Mission St., Embarcadero, and Front between Clay and Market",,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.742442,-122.422042,0.9,street_center,,Mission St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Sutter Stockton Garage,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.788698,-122.413856,0.9,street_center,,Sutter St,San Francisco,CA,San Francisco County,94109,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Bush St. at Stockton St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.790366,-122.407149,1,intersection,,Bush St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Powell St at Geary St,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.787358,-122.408227,1,intersection,,Geary St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,1 Market St. Landmark Building,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.793984,-122.394986,1,rooftop,1,Market St,San Francisco,CA,San Francisco County,94105,US,San Francisco
Terminator - Genisys,2015,San Francisco,Embarcadero between Pier 2 and Harrison,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.789572,-122.388481,0.69,intersection,,Embarcadero South St,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Pier 14,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.795578,-122.394882,0.9,street_center,,Pier,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
Terminator - Genisys,2015,San Francisco,Pine St. between Market and Montgomery,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,37.791899,-122.402571,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94104,US,TIGER/Line® dataset from the US Census Bureau
The Assassination of Richard Nixon,2004,San Francisco,"Tosca Café (242 Columbus Avenue, North Beach)",,Anhelo Productions,THINKFilm,Niels Mueller,Niels Mueller & Kevin Kennedy,Sean Penn,Naomi Watts,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Assassination of Richard Nixon,2004,San Francisco,766 Sutter Street,,Anhelo Productions,THINKFilm,Niels Mueller,Niels Mueller & Kevin Kennedy,Sean Penn,Naomi Watts,,37.788937,-122.413123,1,rooftop,766,Sutter St,San Francisco,CA,San Francisco County,94109,US,San Francisco
The Bachelor,1999,San Francisco,Merchant Exchange (465 California Street at Leidesdorff),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.794315,-122.402265,0.7,intersection,,Leidesdorff St,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.731824,-122.408669,0.9,street_center,,Hale St,San Francisco,CA,San Francisco County,94134,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.794173,-122.412705,0.9,street_center,,Washington St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Sutter-Stockton Garage (330 Sutter Street at Stockton),Garage roof serves as a heliport in the movie,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.789434,-122.406957,1,intersection,,Stockton St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.789434,-122.406957,1,intersection,,Stockton St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Roof of Cable Car (California at Front Street),SF Cable Cars are the only moving National Historical Landmark.,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Pacific Stock Exchange (301 Pine Street at Sansome),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.797654,-122.400863,0.9,intersection,,Pacific Ave,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Nina M. Designs (52 2nd Street at Jessie),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Moose's Restaurant (1652 Stockton),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.777284,-122.40751,0.9,street_center,,Moss St,San Francisco,CA,San Francisco County,94103,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Mama's Restaurant (1701 Stockton),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Danilo's Bakery (Green Street & Bannam Place),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Bachelor,1999,San Francisco,Columbus Avenue at Green & Stockton,,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,37.79949,-122.409014,1,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
The Birds,1963,San Francisco,Powell and Geary Streets (Union Square),"The pet shop featured in the film does not exist, but was based on the now-closed Robison's House of Pets formerly located on Maiden Lane.",Universal Pictures,Universal Pictures,Alfred Hitchcock,Evan Hunter,Tippi Hedren,Suzanne Pleshette,Rod Taylor,37.787358,-122.408227,1,intersection,,Geary St,San Francisco,CA,San Francisco County,94102,US,TIGER/Line® dataset from the US Census Bureau
The Bridge,2006,San Francisco,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Easy There Tiger Productions,IFC Films,Eric Steel,N/A,John Snowden,,,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
The Caine Mutiny,1954,San Francisco,The Embarcadero,,Stanley Kramer Productions,Columbia Pictures,Edward Dmytryk,Stanley Roberts,Humphrey Bogart,Fred MacMurray,Jose Ferrer,37.800107,-122.397939,0.9,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94111,US,TIGER/Line® dataset from the US Census Bureau
The Caine Mutiny,1954,San Francisco,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Stanley Kramer Productions,Columbia Pictures,Edward Dmytryk,Stanley Roberts,Humphrey Bogart,Fred MacMurray,Jose Ferrer,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
The Californians,2005,San Francisco,,,Parker Film Company,Fabrication Films,Jonathan Parker,Jonathan Parker & Catherine DiNapoli,Noah Wyle,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Candidate,1972,San Francisco,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ",Redford-Ritchie Productions,Warner Bros. Pictures,Michael Ritchie,Jeremy Larner,Robert Redford,Peter Boyle,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Competition,1980,San Francisco,Pier 39,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.795578,-122.394882,0.9,street_center,,Pier,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
The Competition,1980,San Francisco,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Amy Irving,Lee Remick,37.787114,-122.446478,0.9,street_center,,California St,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,"American Roofing Co. Building (297 Kansas Street, Potrero Hill)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.801652,-122.40421,0.9,street_center,,Alta St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,Alcoa Building (1 Maritime Plaza),"A partially-above ground parking structure near the building made it necessary for architects to make the Alcoa Building's diagonal bracing visible, instead of placing it inside and drastically reducing the amount usable interior space. ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,Alamo Square (Hayes Valley),,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.763164,-122.450596,0.9,street_center,,Alma St,San Francisco,CA,San Francisco County,94117,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"". ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.799672,-122.416362,0.9,street_center,,Union St,San Francisco,CA,San Francisco County,94133,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,"Saks Fifth Avenue (384 Post Street, Union Square)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,One Embarcadero Center (Financial District),,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,"Neiman Marcus (150 Stockton Street, Union Square)",In the film the City of Paris Department Store is featured. That establishment was located where Neiman Marcus stands today,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.737656,-122.418207,0.9,street_center,,Newman St,San Francisco,CA,San Francisco County,94110,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,Financial District,,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Conversation,1974,San Francisco,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Core,2003,San Francisco,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",David Foster Productions,Paramount Pictures,John Amiel,Cooper Lane,Aaron Eckhart,Hilary Swank,,37.809716,-122.477571,0.9,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,San Francisco Drydock (The Dogpatch),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.733186,-122.469436,0.9,street_center,,San Fernando Way,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.794173,-122.412705,0.9,street_center,,Washington St,San Francisco,CA,San Francisco County,94108,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,One Thousand Powell Apartments (1000 Powell Street),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Portsmouth Square (Chinatown),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Pierce St. & Golden Gate Avenue (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.779145,-122.43524,1,intersection,,Golden Gate Ave,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Pierce & California Streets (Pacific Heights),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.788488,-122.437129,1,intersection,,California St,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,Pier 3 (The Embarcadero),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.795578,-122.394882,0.9,street_center,,Pier,San Francisco,CA,San Francisco County,94105,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,New Asia Restaurant (772 Pacific Avenue at Grant),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.732419,-122.429375,0.9,street_center,,Mirando St,San Francisco,CA,San Francisco County,94112,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,McAllister & Scott Streets (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.778005,-122.436697,1,intersection,,McAllister St,San Francisco,CA,San Francisco County,94115,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Last of the Gladiators,1988,San Francisco,,,Twin Tower Enterprises,Evel Videos,Martin Jay Sadoff,Martin Jay Sadoff,Evel Knievel,,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
The Dead Pool,1988,San Francisco,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,37.733186,-122.469436,0.9,street_center,,San Fernando Way,San Francisco,CA,San Francisco County,94127,US,TIGER/Line® dataset from the US Census Bureau
